userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
user7PXAP: (itemyWo9i,0.0005685714422725141) (itemllUul,0.0005196083220653236) (itemgoCpP,0.00041960872476920485) (itemEwdGW,0.0003825066960416734) (itemVZJC8,0.00032536473008804023) (itemwinns,0.0002888495218940079) (item9M3lc,0.00025540406932123005) (itemqF1uc,0.00021894171368330717) (itemuNHoh,0.0002028920571319759) (itemOCA2H,0.00018927546625491232) (itemUOpVk,0.000184038290171884)* (itemdC6Wf,0.00017349468544125557)* (item4p3W3,0.00016526025137864053) (itemcVs96,0.0001584950223332271) (itemWngsI,0.0001563950499985367) (itemwrPNe,0.00015435897512361407) (itemWUHgc,0.0001448807743145153) (itemxCvQp,0.00013277537073008716) (itemakzor,0.00011658293078653514) (item0QA86,0.00011598938726820052)*
user3niUH: (itemFoRzs,0.0005419605877250433)* (itemY6045,0.0005320837954059243) (itemg6NgV,0.0003554647555574775) (itemTAGOA,0.0002802662493195385) (itemoSaYE,0.0002766752731986344) (itembuWyf,0.00024364062119275331) (itemrT9kO,0.0001907671830849722)* (iteme1aEV,0.00018573840497992933) (itemcvY2p,0.00018215205636806786) (itemVARpF,0.00017186545301228762) (itemyWo9i,0.00015322848048526794) (itemLPkI9,0.00014879382797516882)* (itemva2ph,0.00014473061310127378) (itemBmrIx,0.00010674596705939621) (itemUFxkv,0.00010480826313141733) (itemakzor,7.267888577189296e-05) (itempLAQY,6.645032408414409e-05)* (itemRMr3n,6.579379987670109e-05) (itemVZJC8,6.115994619904086e-05) (item23scr,5.115704334457405e-05)*
userQrGSE: (itemr7q87,0.000743077602237463) (itemBkBCG,0.0003651548468042165) (itemvQ7sQ,0.00036145938793197274) (itemRy5SF,0.00035010342253372073)* (itemuz9u2,0.0003184080997016281) (itemva2ph,0.00029655967955477536) (itemyWo9i,0.00027180599863640964) (itemmMX2p,0.0002638707810547203) (itemFsCNW,0.0002504807198420167) (itemWeaex,0.0002421524259261787) (itemVZJC8,0.00024010371998883784) (itemIrWce,0.00023811511346139014) (itemUiRdE,0.00023649066861253232) (itemAj7Pj,0.0002300388878211379) (itemABTMM,0.0002140228752978146) (itemexwfY,0.0002131782821379602) (itemLDh7R,0.0002061214327113703) (itemqD4yX,0.00018797990924213082)* (iteme1aEV,0.00016417219012510031) (itemqth87,0.00015173121937550604)
userhn3H7: (item9M3lc,0.0007653586799278855)* (iteme1aEV,0.0006050718948245049) (itemzfaal,0.00045911630149930716) (items32yz,0.0004496669862419367) (itemSEVUh,0.00042340264189988375) (itemf6vR5,0.00040367647306993604) (itemv7Clw,0.0004033918376080692) (itemaPbf4,0.0003876763512380421) (itemXLYXV,0.00034539264743216336) (item7gr06,0.0003415086248423904) (itemdoXAn,0.0003250654845032841) (itemZIbqG,0.0003051659732591361) (itemaTHnd,0.00027897945255972445) (itemuNHoh,0.0002589701325632632) (itemMNxUT,0.0002088264300255105) (itemJaOdU,0.000192902036360465) (item31doJ,0.00018912518862634897) (itemPn5yf,0.00017613530508242548) (itemvpxYm,0.00016055468586273491) (itemDfuZl,0.00015352520858868957)
user9xbHl: (item6TcLl,0.0005907503655180335) (itemPzRe5,0.0003893909743055701) (itemv7Clw,0.0003759622049983591) (itemtXKxm,0.00032583432039245963) (itemjeN5W,0.000253350444836542) (itemjmSae,0.00020688858057837933) (itemxbm5F,0.00020674939150922) (itemf6vR5,0.0001993930636672303) (item84cQ6,0.00016613761545158923) (itemXLYXV,0.00016546453116461635) (item4YMYG,0.0001308163336943835) (item9lgJn,0.00011281495972070843) (itemTuHK9,9.504423360340297e-05)* (itemsF3jV,7.865614315960556e-05) (itemmMX2p,7.480619387933984e-05) (iteme1aEV,6.943220796529204e-05) (itemUFxkv,6.733468035236001e-05) (itemgEevH,6.33985036984086e-05)* (itemMzrpc,5.2816219977103174e-05) (itemRNQTR,4.8868212616071105e-05)
uservIgrQ: (item2FMEC,0.0006179132033139467) (itemwrPNe,0.0004168125451542437) (itemSEVUh,0.000353306473698467) (itemiCowm,0.0003421053697820753) (itemABTMM,0.0003265863342676312) (itemlepVl,0.0003213061427231878) (itemaPbf4,0.00030800222884863615) (item80q9y,0.00030123957549221814) (itemMzrpc,0.000295285222819075) (itemjmSae,0.00027696092729456723) (itemxvrbY,0.0002721616474445909)* (itemd7GN3,0.00024917832342907786) (itemd9ChJ,0.0002482593699824065)* (item9DjWX,0.000233738828683272)* (itemjeN5W,0.00022739253472536802)* (itemAj7Pj,0.00019326689653098583) (itemUo6cI,0.0001912751904455945) (item0QA86,0.0001597739028511569)* (itemVda4U,0.00015821320994291455) (itemO64Fe,0.00011811011063400656)
useraAGtk: (itembuWyf,0.0006403839215636253)* (item7XnWI,0.0006348772440105677)* (itemhOGIE,0.0004332204698584974)* (itemsF3jV,0.00041394741856493056) (itemH8gzP,0.0004029376432299614) (itemh9nHh,0.0003647950361482799) (itemwAkpa,0.0003426350886002183)* (itemdC6Wf,0.0003100978210568428) (item23scr,0.00027184945065528154) (itemexwfY,0.0002614904660731554) (itemguPDr,0.0002594070101622492) (itemVda4U,0.0002451418258715421) (iteme1aEV,0.00023242928727995604) (itemAzjPR,0.00023040594533085823) (itempLAQY,0.00022847890795674175) (itemgEevH,0.0002215312561020255) (itemqF1uc,0.00020946533186361194) (itemxwCH9,0.00019682904530782253) (item52xJ8,0.00015280759544111788)* (itemEB2ZL,0.00014479420497082174)
uservVAs9: (itemeROTS,0.0004487508558668196)* (itemHrihE,0.0003192195435985923) (iteme1aEV,0.00031358172418549657) (itemcvY2p,0.00029737965087406337) (itemvQ7sQ,0.0002615582779981196) (itemRKTJC,0.00025205357815138996) (itemUo6cI,0.0002414452173979953) (itemzexIV,0.00024111545644700527) (itemaTHnd,0.00023064119159244) (item4YMYG,0.00021871586795896292) (itemXxPjl,0.00021676052710972726)* (itemYp8lv,0.00021141326578799635) (itemyo43o,0.00021077838027849793) (itemIrWce,0.00021070247748866677) (itemBmrIx,0.00020583783043548465) (itemnO4tX,0.00019285763846710324) (itemDAINx,0.0001904532837215811) (itemDfuZl,0.00017441231466364115) (itemf6vR5,0.00016026844969019294) (itemcAUzH,0.00015079382865224034)
userTbHVD: (itempGfZ6,0.0004083661478944123) (itemVARpF,0.00040680146776139736) (itemWeaex,0.0003940454334951937) (item6hTeJ,0.0003853195230476558) (itemIrWce,0.0002845926792360842) (itemjmSae,0.0002838121145032346) (itemUFxkv,0.00026670601801015437) (itemQJNS2,0.00022548739798367023)* (itemakzor,0.0002133129892172292) (itemllAnb,0.0002072612551273778) (itemAlGQe,0.00016296813555527478) (itemBuZOt,0.00014960745465941727) (item6TcLl,0.00013565446715801954) (iteme1aEV,0.0001072851155186072) (itemup8oB,9.632606816012412e-05)* (itemvQ7sQ,8.949429320637137e-05) (itemmMX2p,8.422694372711703e-05) (itemwinns,7.424192153848708e-05)* (itemSeyqb,6.947421934455633e-05) (itemmt9Zs,4.3891326640732586e-05)*
useryKPmt: (itemgoCpP,0.0005865711718797684) (itemtXKxm,0.0004719688440673053) (itemFoRzs,0.00040880675078369677) (item9lgJn,0.00029446810367517173) (itemLPkI9,0.0002538325497880578) (itemABTMM,0.00021528301294893026) (itemAlGQe,0.0002107462496496737)* (itemup8oB,0.00019831463578157127)* (itemAj7Pj,0.00018892259686253965) (itemQkv6a,0.00016259543190244585) (itembuWyf,0.00016031420091167092) (itemWeaex,0.00014024029951542616) (itemqppyW,0.00013434265565592796) (itempGfZ6,0.00013244422734715044) (itemUFxkv,0.00012474723916966468) (itemw0Hbk,0.00012009762576781213) (itemMpeEL,0.00011471097968751565) (itemUyXau,0.00010387766087660566) (itemzexIV,0.00010244338045595214) (item162CY,9.537761798128486e-05)*
userOPEPI: (itemxwCH9,0.000696393777616322) (itemvQ7sQ,0.0006814046064391732) (itemqppyW,0.0004091557930223644)* (itemmt9Zs,0.00040901501779444516) (item618n3,0.0003279330558143556) (itemqF1uc,0.0003162869834341109) (item9DjWX,0.0002909664763137698) (itemVHyMp,0.0002888591552618891) (itemsB45O,0.00026599812554195523) (itemPn5yf,0.000206270458875224) (itemTuHK9,0.00018668081611394882)* (itemgRlgs,0.0001812726113712415) (item84cQ6,0.00018000759882852435) (itemUFxkv,0.0001792981056496501) (itemjeN5W,0.00017099133401643485) (itemd7GN3,0.00016345459152944386) (item9muy9,0.00013500978820957243) (itemlHCkK,0.00010864475916605443) (itemPOi9Y,9.274059266317636e-05) (itemyo43o,7.931713480502367e-05)
userjFzvH: (itemJyBn3,0.0004374604322947562) (itemKHT0l,0.00043689357698895037) (itemtXKxm,0.00034461956238374114) (itemRy5SF,0.00033972703386098146) (itemUFxkv,0.00033414672361686826) (item52xJ8,0.00032455159816890955) (itemiXwHJ,0.0003056845162063837) (itemFjQ4M,0.00027770939050242305)* (item03CQ6,0.0002776473411358893)* (itemxvrbY,0.00026691833045333624)* (itemUiRdE,0.0002519914705771953) (itemWngsI,0.00022829006775282323) (itemd9ChJ,0.000175062712514773) (item64Mnl,0.00015656744653824717) (itemQStwf,0.00015482495655305684) (itemEZob3,0.00015323434490710497) (itemFsCNW,0.00014711196126881987) (itemdC6Wf,0.00014396125334315002) (itemlN5jA,0.0001351174432784319) (item1PK0V,0.00012728349247481674)
user3dYr4: (item2FMEC,0.00036360163358040154)* (itemsB45O,0.0003602718352340162) (itemXLYXV,0.00034254160709679127) (itemxvrbY,0.0003420845896471292) (itemPn5yf,0.0003333065833430737) (itemx52zm,0.0002595073892734945)* (itemiCowm,0.00025630020536482334) (itemjmSae,0.00024893181398510933)* (itemwinns,0.00024869368644431233) (itemAlGQe,0.00024167087394744158)* (item6TcLl,0.0002396437485003844) (item4YMYG,0.00022994489700067788) (iteme5OvS,0.0002058914687950164) (item7XnWI,0.00019319097918923944) (itemLDh7R,0.0001894892193377018) (itemQJNS2,0.00018157175509259105) (itemdjMTE,0.00017370196292176843)* (itemFzVAJ,0.0001439064508304) (itemw0Hbk,0.0001366070646326989) (item9DjWX,0.00013038703764323145)
userEsCm8: (itemtXKxm,0.0005136283580213785) (itemEQ5kD,0.0004081256047356874) (item80q9y,0.00039029400795698166) (itemIrWce,0.0003787294845096767) (itemCmV8W,0.000314258795697242)* (itemrDLmp,0.0002699331962503493) (itemFEgKI,0.00026487797731533647) (item6TcLl,0.0002574032114353031) (itemexwfY,0.0002570115029811859) (itemSeyqb,0.00024665004457347095) (itemzfaal,0.0001796753058442846) (item0VuxA,0.00017641810700297356) (itemsB45O,0.00017101725097745657)* (itemBkBCG,0.00014094487414695323) (itemLPkI9,0.000132599234348163) (itemxCvQp,0.00012878877168986946)* (itemDAINx,0.0001282802695641294)* (itemEZob3,0.00012203400547150522) (itemmMX2p,0.00011541765707079321) (itemmbGoj,0.0001105313203879632)*
userBpH3N: (itemcAUzH,0.0007679706905037165) (itemguPDr,0.0006436981493607163) (itemrT9kO,0.0004898114129900932) (item9DjWX,0.0004256636602804065) (itemDYrOS,0.0004067627596668899) (itemv7Clw,0.00039935193490237) (itemRKTJC,0.00039597443537786603)* (itemWeaex,0.0002977005788125098) (itemmMX2p,0.00029747330700047314) (itemexwfY,0.00029660691507160664) (itemJaOdU,0.0002722308272495866) (itemvQ7sQ,0.0002608232607599348) (itemvjUdv,0.00026044456171803176) (itemMNxUT,0.00025140540674328804) (itemYp8lv,0.0002256442530779168) (item9lgJn,0.00021684315288439393)* (itemoSaYE,0.00019966995751019567) (item52xJ8,0.00019047767273150384) (item4YMYG,0.00015885393077041954) (itemzexIV,0.00012621755013242364)
userxGXFq: (item9muy9,0.0005999264540150762) (itemmMX2p,0.0005121314898133278)* (item162CY,0.000424460566136986)* (itemcAUzH,0.0003663246752694249) (itemqD4yX,0.00033791601890698075) (itemgEevH,0.0002704818616621196)* (itemw0Hbk,0.00024239667982328683) (itemcVs96,0.00021678709890693426) (itemoSaYE,0.00020189661881886423)* (iteme5OvS,0.00020047959696967155) (itemtXKxm,0.00017150370695162565) (itemg6NgV,0.0001657039247220382) (itemeROTS,0.00014949911565054208) (itemguPDr,0.00014186141197569668) (itemDYrOS,0.00013948367268312722)* (items32yz,0.00013280357234179974) (item6hTeJ,0.00013176437641959637) (itemEZob3,0.00010814407141879201) (itemHrihE,9.095246059587225e-05) (itemV1Vwk,8.911564509617165e-05)
userVvdgt: (item80q9y,0.00033855688525363803) (itemaTHnd,0.00033188791712746024) (itemZIbqG,0.00032320930040441453) (itemvjUdv,0.0002691731497179717) (itemIrWce,0.00025615672348067164) (itemxCvQp,0.00025568969431333244) (itemPOi9Y,0.0002336755715077743)* (item03CQ6,0.0002141646109521389) (itemcVs96,0.00015607164823450148) (itemVARpF,0.00015458287089131773) (itempLAQY,0.00015024913591332734) (itemCmV8W,0.00014457033830694854) (item4p3W3,0.00012145361688453704) (itemjIyZN,0.00010370177187724039) (itemh9nHh,8.027019794099033e-05) (itemva2ph,6.880785804241896e-05) (itemr1zoc,6.053463584976271e-05)* (itemDAINx,5.569610220845789e-05)* (itemvpxYm,5.214451812207699e-05) (item84cQ6,5.114233135827817e-05)
userfz4zC: (itemiCowm,0.0004333304241299629) (itemr7q87,0.0003711819590535015) (itemWeaex,0.00033415586221963167) (itemYOYte,0.0003176238969899714) (itemSrPKx,0.00030129257356747985)* (item52xJ8,0.00029299905872903764) (item618n3,0.0002788304118439555)* (itemfL8PL,0.00025888552772812545)* (itemrT9kO,0.0002394385519437492) (itemPzRe5,0.00015435613750014454) (itemDfuZl,0.0001538201904622838) (itemAzjPR,9.388905891682953e-05) (itemGgwft,8.938503015087917e-05) (itemehZbz,8.194510883186013e-05)* (iteme5OvS,7.948282291181386e-05)* (item9muy9,7.825487409718335e-05) (item96Uu6,7.557023491244763e-05) (itemRMr3n,6.817748362664133e-05) (iteme1aEV,6.080028833821416e-05) (itemRKTJC,5.296655581332743e-05)
userNL6ye: (itemRKTJC,0.0006042089080438018) (item7XnWI,0.0004812316910829395) (item4YMYG,0.00041437934851273894) (itemoSaYE,0.00029743084451183677) (itemDAINx,0.0002713639405556023) (itemvQ7sQ,0.00022730894852429628) (itemJaOdU,0.0002210141101386398) (itemXxPjl,0.00021889820345677435) (itemup8oB,0.00021378949168138206) (itemdjMTE,0.00020625587785616517) (item6hTeJ,0.00018127883959095925) (itemlepVl,0.0001725357142277062)* (itemFsCNW,0.0001600245595909655) (itemVARpF,0.00015183407231234014) (itemgRlgs,0.0001433073339285329) (itemUo6cI,0.0001324043987551704)* (itemxbm5F,0.00013191635662224144) (itemwBj8x,0.00012320718087721616) (iteme5OvS,0.00012152403360232711)* (itemDfuZl,0.00011636050476226956)*
userXIciZ: (itemg6NgV,0.00037973641883581877) (item4YMYG,0.00037966962554492056) (itemup8oB,0.00032040910446085036) (itemBuZOt,0.00031930452678352594) (itemVda4U,0.00028522551292553544)* (itemxvrbY,0.00024958315771073103) (itemlAKEf,0.00020409538410604) (itemjmSae,0.0001922890223795548) (itemGAqYy,0.00019053241703659296) (itemPn5yf,0.00019036768935620785) (itemllAnb,0.00016994131146930158) (itemlN5jA,0.0001694473612587899) (itemXxPjl,0.00013743869203608483) (itemZCI04,0.00012827802856918424) (itemMpeEL,0.00011257025471422821) (itemgRlgs,8.561219874536619e-05)* (itemUFxkv,8.439027442364022e-05)* (itemsaQmG,7.762360473861918e-05) (itemWeaex,7.121152884792536e-05) (itemdjMTE,6.767400191165507e-05)*
userTHymG: (itembuWyf,0.0003840092977043241) (itemEwdGW,0.00036243037902750075) (itemIBbVf,0.00034102212521247566) (itemdkR3x,0.00031065766233950853) (item6hTeJ,0.00030794445774517953)* (itemMzrpc,0.00026718934532254934) (item23scr,0.00023461782257072628)* (itemllUul,0.0002128297055605799) (itemGgwft,0.000203262796276249) (itemlN5jA,0.0002028033195529133) (itemxCvQp,0.0001901730429381132) (itemVda4U,0.00017860266962088645) (itemjeN5W,0.0001722752203932032) (itemwBj8x,0.00016018180758692324) (itemFoRzs,0.00014019545051269233) (itemvQ7sQ,0.000138153787702322) (itemgEevH,0.00013776151172351092) (itemd9ChJ,0.0001316692359978333) (itemPOi9Y,0.0001160593528766185) (itemmt9Zs,9.075868729269132e-05)
userKWMYJ: (itemH8gzP,0.0006004276219755411)* (itemN8AZu,0.0004007879178971052) (itemjIyZN,0.00037355750100687146)* (itemSW5s8,0.00036487524630501866) (itemgRlgs,0.00026638200506567955) (item7gr06,0.0002500935806892812)* (itemY6045,0.00023159623378887773) (itemsB45O,0.0001589314779266715) (itemJyBn3,0.00015204166993498802) (itemRMr3n,0.0001428233808837831) (itemakzor,0.00013931604917161167) (item03CQ6,0.000124025420518592) (itemPOi9Y,0.0001138521620305255) (itemqF1uc,0.00010932950681308284)* (itemSnsYW,0.0001004520381684415) (itemlAKEf,9.273347677662969e-05) (itemdoXAn,8.449659071629867e-05) (item162CY,8.055681246332824e-05)* (itemYgdNj,6.080816820031032e-05) (item64Mnl,5.6297736591659486e-05)
userpKjBY: (itemGAqYy,0.00032656866824254394) (itemr1zoc,0.00031894404673948884) (itemrDLmp,0.00028019456658512354)* (item0VuxA,0.0002470933541189879) (itemxwCH9,0.00023445863917004317) (itemTAGOA,0.00023106035951059312) (itemmbGoj,0.0001903224765555933) (itemY6045,0.00018762284889817238)* (itemUFxkv,0.0001604521821718663) (itemKHT0l,0.000157723028678447) (itemIrWce,9.644283272791654e-05) (itemLPkI9,9.545995271764696e-05) (item162CY,7.260838901856914e-05)* (itemr7q87,6.626413960475475e-05) (itemVHyMp,5.206759669817984e-05) (itemFEgKI,5.1645038183778524e-05) (itemVda4U,4.588253068504855e-05) (itemPn5yf,2.7449597837403417e-05) (itemV1Vwk,2.2703672584611923e-05) (itemmt9Zs,1.5843470464460552e-05)
userRqCeX: (itemnvCLA,0.0005196188576519489) (itemVda4U,0.000490789650939405) (itemOCA2H,0.00044792244443669915) (itemDF5f3,0.0003902103053405881) (itemFEgKI,0.0002945778251159936) (itemjmSae,0.0002785881224554032) (item0MxmA,0.00023027446877676994)* (itemSEVUh,0.00022690431796945632) (itemcWumf,0.00022560852812603116) (itemyo43o,0.00021659601770807058) (itemUFxkv,0.00021244151866994798) (itemYp8lv,0.00017074687639251351)* (item03CQ6,0.00016221910482272506) (itemBuZOt,0.00014545059821102768) (itemBmrIx,0.0001415747683495283)* (itembHmsT,0.00012953116674907506) (itemDfuZl,9.619287448003888e-05)* (itemEB2ZL,9.329170279670507e-05) (itemvn3OC,7.124733383534476e-05) (itemcvY2p,6.978580495342612e-05)
useraUavY: (item7XnWI,0.00041293574031442404) (itemlepVl,0.0003020662406925112) (item96Uu6,0.00022842125326860696) (itemRKTJC,0.00014426237612497061) (itemFEgKI,0.0001256981340702623) (itemMzrpc,0.00012566393706947565) (itemXxPjl,0.00011165268369950354) (itemiCowm,0.00010656486119842157) (item2FMEC,9.001675061881542e-05)* (itemySRfm,8.80331062944606e-05) (itemHrihE,7.695469685131684e-05) (item23scr,6.871878576930612e-05) (itemd9ChJ,6.499262963188812e-05) (itemg6NgV,6.489764200523496e-05) (item9lgJn,5.7037697843043134e-05) (itemAlGQe,5.0292750529479235e-05) (itemEzeNr,2.072921779472381e-05) (itemwrPNe,1.5464793250430375e-05)* (itemkHjKP,1.0004456271417439e-05) (itemmbGoj,6.280119123402983e-06)*
uservzAWa: (item9M3lc,0.0006166176171973348) (itemUo6cI,0.0004986826679669321) (itemLPkI9,0.00047026685206219554) (itemd7GN3,0.00034369048080407083) (itemcvY2p,0.00034266122383996844) (itemaTHnd,0.0002589095674920827) (iteme1aEV,0.00025710524641908705)* (item80q9y,0.00024865753948688507) (itemXLYXV,0.00024854287039488554) (itemSeyqb,0.00024597340961918235) (itemQkv6a,0.00022462662309408188) (itemyWo9i,0.00020931006292812526) (itemPzRe5,0.00020675099221989512) (itemBuZOt,0.00019327533664181828) (itemSEVUh,0.00015896464174147695) (itemdoXAn,0.00014843414828646928) (itemehZbz,0.00013903329090680927) (item03CQ6,0.00011198510037502274)* (itemf6vR5,0.00010859542817343026) (itemLDh7R,9.968884842237458e-05)
useruR6i7: (itemEQ5kD,0.0008255337597802281) (itemGAqYy,0.0005420225206762552) (item6TcLl,0.00047051324509084225) (itemBmrIx,0.00040287774754688144) (item7gr06,0.0003729071468114853) (itemySRfm,0.00034759147092700005) (itemJyBn3,0.00033129207440651953) (itemEB2ZL,0.00027761742239817977) (itemVARpF,0.0002385510306339711) (itemSrPKx,0.00021239803754724562)* (itemjmSae,0.00020836394105572253) (itemKHT0l,0.0001846843515522778) (itemoSaYE,0.00017784509691409767) (itemzexIV,0.00015481191803701222) (item2FMEC,0.00013811045209877193) (itemEzeNr,0.0001365034986520186) (itempLAQY,0.00012577329471241683) (itemTuHK9,0.00012185410014353693) (itemjeN5W,0.00011557686957530677) (itemCmV8W,0.00011194444232387468)
userAzNXt: (itemnvCLA,0.000554564583580941) (itemx52zm,0.0004852923157159239) (itemwBj8x,0.00034664233680814505) (itemwrPNe,0.0003035722766071558) (itemxwCH9,0.00026926532154902816) (itemgEevH,0.0002409401349723339) (item80q9y,0.0002363308158237487) (itemMzrpc,0.00022887361410539597) (itemlepVl,0.00022094733139965683) (itemlAKEf,0.0001869972620625049) (itemKHT0l,0.00016360718291252851) (itemg6NgV,0.00016263872385025024) (itemdC6Wf,0.0001465878012822941)* (itema506d,0.00014543811266776174) (itemZCI04,0.0001316900597885251) (itemYp8lv,0.00013116563786752522) (itemFjQ4M,0.00010617206862661988) (itemMpeEL,0.00010399836173746735)* (itemHrihE,9.891940862871706e-05)* (itemDAINx,9.6358940936625e-05)
usermobRV: (itemKHT0l,0.00031157408375293016) (itemcVs96,0.0002453654888086021) (itemABTMM,0.00021910939540248364)* (itemd9ChJ,0.0001997072104131803) (itemKckEp,0.00019501312635838985) (itemmt9Zs,0.00018340395763516426) (itemnO4tX,0.00017030054004862905) (itemUiRdE,0.00016430902178399265) (itemXxPjl,0.0001596567453816533) (item0amMQ,0.000126909144455567) (item7XnWI,0.00011805170652223751) (itemO64Fe,0.00011644711048575118) (itemWUHgc,9.527867950964719e-05) (itemrDLmp,8.744880324229598e-05) (itemrT9kO,8.441234240308404e-05)* (itempLAQY,7.693920633755624e-05) (itemVARpF,6.64952676743269e-05) (item0VuxA,6.564448995050043e-05) (itemhOGIE,5.911811604164541e-05) (itemHrihE,5.716914893127978e-05)*
userk6Mri: (itemr1zoc,0.0007578996010124683) (itemkHjKP,0.0005534518859349191) (itemySRfm,0.0005214246921241283) (itemiXwHJ,0.00033339406945742667) (itemRy5SF,0.00030810580938123167) (item0MxmA,0.00028229434974491596) (item9lgJn,0.0002365713007748127) (itemPn5yf,0.00022602472745347768) (itemFsCNW,0.00021399611432570964) (itemdkR3x,0.00020546404994092882) (itemqF1uc,0.00017914838099386543) (itemV1Vwk,0.00015740739763714373) (itemMpeEL,0.00014426192501559854) (itemup8oB,0.00013923925871495157) (itemjIyZN,0.00013293273514136672) (item6hTeJ,0.00010373548866482452) (itemmMX2p,9.713860345073044e-05) (itemSEVUh,9.670054714661092e-05) (item162CY,8.471071487292647e-05)* (itemdjMTE,8.410650480072945e-05)*
userxrwAf: (item6TcLl,0.0003585873346310109) (item162CY,0.00031376187689602375) (itemFoRzs,0.0002772988227661699) (itemzfaal,0.00027587986551225185) (itemrDLmp,0.0002706956001929939) (item03CQ6,0.000201715825824067) (itemexwfY,0.00017287142691202462) (item9M3lc,0.0001495842298027128) (itemJaOdU,0.00014088455645833164) (itemBuZOt,0.0001358645095024258) (itemvjUdv,0.0001246391038876027) (item80q9y,0.00011501531844260171) (itemjmSae,0.0001002989592961967) (itemRNQTR,7.51687039155513e-05)* (itemXxPjl,7.327579805860296e-05) (itemcVs96,6.915205449331552e-05) (itemoSaYE,5.976564352749847e-05) (itemDF5f3,5.6382636103080586e-05) (itemh9nHh,4.279356653569266e-05) (itemsaQmG,3.7229641748126596e-05)
